id,check,pass,evidence
L0711-11,Main manuscript table exists,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\tables\MANUSCRIPT_TABLE_R1_ETA_2SAH_v96z.md
L0711-12,Supplementary eta table exists,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\tables\SUPP_TABLE_ETA_SENSITIVITY_v96z.md
L0711-13,Hybrid-vs-gasLP full CSV exists,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\tables\SELECTED_POINTS_HYBRID_vs_GASLP_v96z.csv
L0711-14,Hybrid-vs-gasLP summary CSV exists,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\tables\SELECTED_POINTS_HYBRID_vs_GASLP_v96z_summary.csv
L0711-15,Hybrid-vs-gasLP summary MD exists,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\tables\SELECTED_POINTS_HYBRID_vs_GASLP_v96z_summary.md
L0711-16,Hybrid-vs-gasLP report exists,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\review\SELECTED_POINTS_HYBRID_vs_GASLP_v96z_report.md
L0711-17,Hybrid-vs-gasLP integration report exists,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\review\INTEGRATE_SEC070201_HYBRID_vs_GASLP_v96z_report.md
L0711-18,Locked file created,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\locked_sections\RESULTS_SECTION_07_v01_1_LOCKED.md
L0711-19,Locked Section 7.1 present,1,7.1 heading.
L0711-20,Locked Section 7.2 present,1,7.2 heading.
L0711-21,Locked Section 7.2.1 present,1,7.2.1 heading.
L0711-22,Locked Section 7.3 present,1,7.3 heading.
L0711-23,Locked Section 7.4 present,1,7.4 heading.
L0711-24,Computed nondominated set wording preserved,1,Core wording.
L0711-25,No global optimum claim,1,Avoids global optimum wording.
L0711-26,No global Pareto front claim,1,Avoids global Pareto claim.
L0711-27,Statistical robustness caveat preserved,1,Seed robustness caveat.
L0711-28,R1-7 anchor preserved,1,R1-7 numerical anchor.
L0711-29,R1-3 anchor preserved,1,R1-3 numerical anchor.
L0711-30,H2 anchor preserved,1,H2 numerical anchor.
L0711-31,R1-9 anchor preserved,1,R1-9 numerical anchor.
L0711-32,Hybrid-vs-gasLP reduction range preserved,1,Hybrid-vs-gasLP reduction range.
L0711-33,H2 gasLP/hybrid anchor preserved,1,H2 baseline anchor.
L0711-34,R1-7 gasLP/hybrid anchor preserved,1,R1-7 baseline anchor.
L0711-35,R1-3 gasLP/hybrid anchor preserved,1,R1-3 baseline anchor.
L0711-36,R1-9 gasLP/hybrid anchor preserved,1,R1-9 baseline anchor.
L0711-37,Fully coupled collector caveat preserved,1,Collector model caveat.
L0711-38,Fan-power limitation preserved,1,Fan-power caveat.
L0711-39,Pressure-drop limitation preserved,1,Pressure-drop caveat.
L0711-40,Lock report path defined,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\review\LOCK_RESULTS_SECTION07_v01_1_HYBRID_vs_GASLP_v96z_report.md
L0711-41,No GA executed,1,Lock only.
L0711-42,No model executed,1,Lock only.
L0711-43,MASTER not modified by lock,1,Read/copy lock operation.
