id,check,pass,evidence
MACC-013,Discussion block present once,1,"Count = 1"
MACC-014,Limitations block present once,1,"Count = 1"
MACC-015,Conclusions block present once,1,"Count = 1"
MACC-016,Discussion title present once,1,"Count = 1"
MACC-017,Limitations title present once,1,"Count = 1"
MACC-018,Conclusions title present once,1,"Count = 1"
MACC-019,Minimum section order valid,0,"Expected Results -> Discussion -> Limitations -> Conclusions -> References when detectable."
MACC-020,Section 7 detectable or locked fallback,1,"Section7Detectable=true"
MACC-021,Section 7 preserved against locked version when comparable,1,"Flexible anchor comparison."
MACC-022,gamultiobj present,1,"Algorithm."
MACC-023,Seed 61001 present,1,"Seed."
MACC-024,exitflag 0 present,1,"Exitflag."
MACC-025,Runtime 25.4 h present,1,"Runtime."
MACC-026,MR threshold present,1,"MR threshold."
MACC-027,Decision variables present,1,"m_dot, T_min, r_rec, t_rec_ini."
MACC-028,Computed nondominated set wording present,1,"Computed nondominated set."
MACC-029,No prohibited global optimum wording,1,"No global optimum / globally optimal."
MACC-030,No prohibited global Pareto front wording,1,"No global Pareto front."
MACC-031,No statistical robustness claim,1,"No robust-across-seeds claim."
MACC-032,Robustness caveat present,1,"Robustness caveat."
MACC-033,R1_solution_7 preserved,1,"R1-7."
MACC-034,R1_solution_3 preserved,1,"R1-3."
MACC-035,R1_solution_9 preserved,1,"R1-9."
MACC-036,H2 historical reference preserved,1,"H2."
MACC-037,No H2 new-R1 contradiction,1,"No H2 new-R1 claim."
MACC-038,2-SAH sensitivity present,1,"2-SAH."
MACC-039,Collector caveat present,1,"Collector caveat."
MACC-040,Fan-power limitation present,1,"Fan-power."
MACC-041,Pressure-drop limitation present,1,"Pressure-drop."
MACC-042,Hybrid vs gas-LPG present,1,"Hybrid/gas-LPG."
MACC-043,Solar/fuel substitution present,1,"Substitution."
MACC-044,Solar-only exclusion preserved,1,"Solar-only."
MACC-045,No solar-only formal-comparison contradiction,1,"No solar-only contradiction."
MACC-046,LPG provisional factor present,1,"LPG factor."
MACC-047,Grid provisional factor present,1,"Grid factor."
MACC-048,Provisional tag present,1,"Provisional tag."
MACC-049,Final source requirement present,1,"Source requirement."
MACC-050,Unit basis requirement present,1,"Unit basis."
MACC-051,Conversion procedure/assumption requirement present,1,"Conversion."
MACC-052,No final CO2 claim,1,"No final CO2 claim."
MACC-053,No final cost claim,1,"No final cost claim."
MACC-054,Discussion avoids numeric table repetition,1,"No excessive Discussion numeric repetition."
MACC-055,Conclusions avoids numeric table repetition,1,"No excessive Conclusions numeric repetition."
MACC-056,Future seed replications present,1,"Future seeds."
MACC-057,Future coupled collector present,1,"Future collector."
MACC-058,Future final economic/emission factors present,1,"Future factors."
MACC-059,No GA executed,1,"Audit only."
MACC-060,No model executed,1,"Audit only."
MACC-061,MASTER not modified,1,"Read-only audit."
